date_time,close,return_1h,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha050_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha100_number_of_trades___return_1h_pred_rtn,alpha055_quote_asset_volume___return_1h_pred_rtn,alpha100_taker_buy_base_asset_volume___return_1h_pred_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha050_taker_buy_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha050_taker_buy_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_number_of_trades___return_1h_pred_rtn_sta_rtn,alpha100_number_of_trades___return_1h_pred_rtn_cum_rtn,alpha055_quote_asset_volume___return_1h_pred_rtn_sta_rtn,alpha055_quote_asset_volume___return_1h_pred_rtn_cum_rtn,alpha100_taker_buy_base_asset_volume___return_1h_pred_rtn_sta_rtn,alpha100_taker_buy_base_asset_volume___return_1h_pred_rtn_cum_rtn,bas_cum_rtn
2024-01-01 00:01:00,42503.5,0.004478423216902172,3.428847057697971e-06,6.390533712119422e-05,1.5026606474084884e-05,5.392677053290233e-05,-2.0431043355922075e-06,,,,,,,,,,,0.004478423216902172
2024-01-01 01:01:00,42647.9,0.0033973672756362205,2.0752714774565308e-05,5.770940738353159e-05,1.5026606474084884e-05,5.392677053290233e-05,-2.0431043355922075e-06,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,0.0033973672756362205,-0.0033973672756362205,-0.0033973672756362205,0.007875790492538393
2024-01-01 02:01:00,42620.4,-0.000644814867789556,2.0752714774565308e-05,-2.48083066997132e-05,1.5026606474084884e-05,5.392677053290233e-05,-2.0431043355922075e-06,-0.000644814867789556,0.0027525524078466646,-0.000644814867789556,0.0027525524078466646,-0.000644814867789556,0.0027525524078466646,-0.000644814867789556,0.0027525524078466646,0.000644814867789556,-0.0027525524078466646,0.007230975624748837
2024-01-01 03:01:00,42369.8,-0.00587981342268018,2.0752714774565308e-05,-2.48083066997132e-05,1.5026606474084884e-05,-3.8536854140523824e-05,-2.0431043355922075e-06,-0.00587981342268018,-0.0031272610148335156,0.00587981342268018,0.008632365830526845,-0.00587981342268018,-0.0031272610148335156,-0.00587981342268018,-0.0031272610148335156,0.00587981342268018,0.0031272610148335156,0.0013511622020686564
2024-01-01 04:01:00,42436.6,0.001576594649962848,3.428847057697971e-06,8.938052144769649e-06,2.198699433876884e-06,5.392677053290233e-05,-2.0431043355922075e-06,0.001576594649962848,-0.0015506663648706676,-0.001576594649962848,0.007055771180563997,0.001576594649962848,-0.0015506663648706676,-0.001576594649962848,-0.004703855664796364,-0.001576594649962848,0.0015506663648706676,0.0029277568520315045
2024-01-01 05:01:00,42272.6,-0.003864588586267481,3.005899740187381e-05,8.938052144769649e-06,2.198699433876884e-06,5.066228734243435e-05,-2.0431043355922075e-06,-0.003864588586267481,-0.005415254951138149,-0.003864588586267481,0.0031911825942965155,-0.003864588586267481,-0.005415254951138149,-0.003864588586267481,-0.008568444251063845,0.003864588586267481,0.005415254951138149,-0.0009368317342359767
2024-01-01 06:01:00,42423.3,0.003564956969763111,3.428847057697971e-06,8.938052144769649e-06,2.198699433876884e-06,5.066228734243435e-05,-2.0431043355922075e-06,0.003564956969763111,-0.0018502979813750375,0.003564956969763111,0.006756139564059627,0.003564956969763111,-0.0018502979813750375,0.003564956969763111,-0.005003487281300734,-0.003564956969763111,0.0018502979813750375,0.0026281252355271345
2024-01-01 07:01:00,42527.0,0.002444411443711214,3.428847057697971e-06,-2.48083066997132e-05,2.198699433876884e-06,5.392677053290233e-05,-2.0431043355922075e-06,0.002444411443711214,0.0005941134623361766,0.002444411443711214,0.00920055100777084,0.002444411443711214,0.0005941134623361766,0.002444411443711214,-0.0025590758375895195,-0.002444411443711214,-0.0005941134623361766,0.005072536679238349
2024-01-01 08:01:00,42588.2,0.0014390857572834648,3.005899740187381e-05,-2.48083066997132e-05,2.198699433876884e-06,5.392677053290233e-05,-2.0431043355922075e-06,0.0014390857572834648,0.0020331992196196413,-0.0014390857572834648,0.007761465250487376,0.0014390857572834648,0.0020331992196196413,0.0014390857572834648,-0.0011199900803060547,-0.0014390857572834648,-0.0020331992196196413,0.006511622436521813
2024-01-01 09:01:00,42688.8,0.0023621566537210814,3.428847057697971e-06,8.582468448448879e-05,2.198699433876884e-06,5.066228734243435e-05,-2.0431043355922075e-06,0.0023621566537210814,0.004395355873340723,-0.0023621566537210814,0.005399308596766295,0.0023621566537210814,0.004395355873340723,0.0023621566537210814,0.0012421665734150267,-0.0023621566537210814,-0.004395355873340723,0.008873779090242895
