date_time,close,return_1h,alpha100_taker_buy_quote_asset_volume___return_1h_pred_rtn,alpha100_number_of_trades___return_1h_pred_rtn,alpha100_quote_asset_volume___return_1h_pred_rtn,alpha052_taker_buy_base_asset_volume___return_1h_pred_rtn,alpha060_number_of_trades___return_1h_pred_rtn
2024-01-01 00:01:00,42503.5,0.004478423216902172,-1.7319635122995545e-05,-7.391942089372052e-06,6.245291722888162e-06,2.7254344974686285e-06,-1.0407114352251417e-05
2024-01-01 01:01:00,42647.9,0.0033973672756362205,-1.7319635122995545e-05,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05
2024-01-01 02:01:00,42620.4,-0.000644814867789556,-1.1541648940437775e-05,-7.391942089372052e-06,1.4618912690754887e-05,-4.017140871948349e-06,3.0827242423713264e-07
2024-01-01 03:01:00,42369.8,-0.00587981342268018,-2.1455955839959497e-05,-1.5178374171184035e-05,5.241931304126104e-06,-4.017140871948349e-06,5.9834092750189036e-05
2024-01-01 04:01:00,42436.6,0.001576594649962848,-1.7319635122995545e-05,-1.7362635199231e-05,6.245291722888162e-06,2.7254344974686285e-06,-3.338242449841776e-05
2024-01-01 05:01:00,42272.6,-0.003864588586267481,7.193262888243959e-05,-1.7362635199231e-05,1.6540969503767833e-05,2.7254344974686285e-06,7.169870178937183e-05
2024-01-01 06:01:00,42423.3,0.003564956969763111,-3.14254954833065e-05,-2.1311590665755015e-05,-1.5041474456961994e-06,2.7254344974686285e-06,-2.0829365591364622e-05
2024-01-01 07:01:00,42527.0,0.002444411443711214,-2.7875660577112673e-05,-2.1311590665755015e-05,-2.3637489960672448e-05,2.7254344974686285e-06,-2.0636680821074048e-05
2024-01-01 08:01:00,42588.2,0.0014390857572834648,1.2775164311809371e-05,-2.1311590665755015e-05,6.245291722888162e-06,2.7254344974686285e-06,-2.0829365591364622e-05
2024-01-01 09:01:00,42688.8,0.0023621566537210814,-7.54018061409238e-05,-2.1311590665755015e-05,-2.250652221759923e-05,2.7254344974686285e-06,9.147375211323101e-05
2024-01-01 10:01:00,42727.7,0.0009112460411160317,-1.7319635122995545e-05,-1.8546176233947078e-05,6.245291722888162e-06,2.7254344974686285e-06,8.385942851124403e-06
2024-01-01 11:01:00,42727.6,-2.3404021278761178e-06,-1.7319635122995545e-05,-1.8546176233947078e-05,6.0421932219687095e-06,2.7254344974686285e-06,5.559393739510919e-05
2024-01-01 12:01:00,42682.0,-0.0010672258680571867,0.00020834482030848025,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,1.0531766505387182e-05
2024-01-01 13:01:00,42753.9,0.0016845508645331186,6.0251399253771174e-05,-8.990742501882486e-06,3.08586140099643e-05,2.7254344974686285e-06,9.147375211323101e-05
2024-01-01 14:01:00,42645.6,-0.002533102243304164,0.00020834482030848025,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,1.0531766505387182e-05
2024-01-01 15:01:00,42818.0,0.00404262104414066,-3.662849005661455e-05,-2.4111837871560368e-05,-1.4167494752903614e-05,2.7254344974686285e-06,4.3651915674050736e-05
2024-01-01 16:01:00,42759.7,-0.0013615769069084127,0.00020834482030848025,-7.391942089372052e-06,1.6540969503767833e-05,2.7254344974686285e-06,1.0531766505387182e-05
